dtitle                                     	发帖人            	回帖数    	dsendtime       	URL                                         	dacquitime         
Double11买到假货 无良店家不给退款 （附仙女提供...            	EBing          	211    	2016-11-24 19:48	https://www.douban.com/group/topic/93411070/	2016-11-24 21:25:29
这么冷的天你们穿什么鞋                                	*^_^*          	30     	2016-11-24 19:48	https://www.douban.com/group/topic/93522815/	2016-11-24 21:25:29
已上图。求助 面试体检如何遮住纹身                          	碓冰拓海女朋友        	70     	2016-11-24 19:47	https://www.douban.com/group/topic/93513198/	2016-11-24 21:25:29
11.22更新 给书荒的鹅安利小说 新增完结文和推荐的...             	百香果雪泡          	100    	2016-11-24 19:47	https://www.douban.com/group/topic/93363171/	2016-11-24 21:25:29
感觉winner的南太铉是真的热爱音乐在搞创作啊                   	迷你             	5902   	2016-11-24 19:47	https://www.douban.com/group/topic/91553683/	2016-11-24 21:25:29
吴亦凡做过的烂事（不好意思我们是复习一下，并不...                 	keke??呵呵       	3150   	2016-11-24 19:47	https://www.douban.com/group/topic/87793123/	2016-11-24 21:25:29
遇到有感觉的男孩子 该怎么自然的得到他的联系方式呢                  	阿华田            	606    	2016-11-24 19:47	https://www.douban.com/group/topic/92736025/	2016-11-24 21:25:29
你们有过进电梯忘记按楼层吗？                             	反智菌??          	33     	2016-11-24 19:46	https://www.douban.com/group/topic/93509278/	2016-11-24 21:25:29
蔡依林找这么高的男朋友，他受得了吗？                         	payment        	164    	2016-11-24 19:46	https://www.douban.com/group/topic/93497853/	2016-11-24 21:25:30
【恒推Twentine】【已整理，多灵异类】强推《怨气...             	卷毛33           	1569   	2016-11-24 19:46	https://www.douban.com/group/topic/63611732/	2016-11-24 21:25:30
所以，头大脸大发量少剪短发还能看吗                          	你好旧时光          	139    	2016-11-24 19:45	https://www.douban.com/group/topic/93483121/	2016-11-24 21:25:30
为什么一到冬天我就好想听 SHE的 最近还好吗                    	oo99ooo        	29     	2016-11-24 19:45	https://www.douban.com/group/topic/93526920/	2016-11-24 21:25:30
本世纪上半叶和上世纪上半叶有什么区别？                        	Tbagisgood     	1      	2016-11-24 19:45	https://www.douban.com/group/topic/93528540/	2016-11-24 21:25:30
我觉得王思聪送我1000万，对他生活没一点影响！已...               	劲松吴彦祖          	138    	2016-11-24 19:45	https://www.douban.com/group/topic/93506330/	2016-11-24 21:25:30
法令纹怎么去除啊！！！                                	小努力。           	100    	2016-11-24 19:45	https://www.douban.com/group/topic/93509133/	2016-11-24 21:25:30
求婚大作战的正确打开方式                               	再买就剁手          	51     	2016-11-24 19:45	https://www.douban.com/group/topic/93524907/	2016-11-24 21:25:30
6版郭襄看见杨过真面目时的反应，还是李绮红完胜                    	一枚小豌豆          	352    	2016-11-24 19:45	https://www.douban.com/group/topic/93490882/	2016-11-24 21:25:30
对自己现在学的专业有一种深深的无力感？                        	hi             	326    	2016-11-24 19:45	https://www.douban.com/group/topic/93479966/	2016-11-24 21:25:32
【拔高题，学霸进】出柜失败，被逼分手，微信已拉...                 	洛成东            	56     	2016-11-24 19:44	https://www.douban.com/group/topic/93512163/	2016-11-24 21:25:32
鹅们都说女生要会生活努力提升自己，这样才能吸引...                 	参商             	102    	2016-11-24 19:44	https://www.douban.com/group/topic/93394326/	2016-11-24 21:25:32
【搬运】818吴亦凡与兔小兔曾幸的过往情史（内有吴...               	八卦er来了         	182    	2016-11-24 19:44	https://www.douban.com/group/topic/87581829/	2016-11-24 21:25:33
《甄嬛传》里觉得谁相对丑啊~                             	大桑桑            	456    	2016-11-24 19:44	https://www.douban.com/group/topic/29201739/	2016-11-24 21:25:33
这样看杨幂的眼睛确实太灵动了~~！！                         	达达de小瓶盖        	32     	2016-11-24 19:44	https://www.douban.com/group/topic/93526557/	2016-11-24 21:25:33
有没有小仙女买过丰田威驰这个车 问完删                        	爬爬桑            	17     	2016-11-24 19:44	https://www.douban.com/group/topic/93525258/	2016-11-24 21:25:33
被黄子韬孙杨实力圈粉                                 	电源电闸们萌的        	30     	2016-11-24 19:44	https://www.douban.com/group/topic/93364718/	2016-11-24 21:25:33
朋友的朋友圈昨天在香港机场碰到陈伟霆                         	小女子爱腐片         	122    	2016-11-24 19:44	https://www.douban.com/group/topic/93497642/	2016-11-24 21:25:33
加国泰迪精表情包豪华版【人脸版&非人脸】约p a o...              	姨父的鹅           	589    	2016-11-24 19:43	https://www.douban.com/group/topic/87444798/	2016-11-24 21:25:33
说原谅？日本民众无辜？也来谈一谈侵华战争中的日...                 	妖零妖柒叁          	170    	2016-11-24 19:43	https://www.douban.com/group/topic/93439231/	2016-11-24 21:25:33
冰爽is real！【随便818时间线，不进来看看嘛英雄】              	八卦八卦兔          	2615   	2016-11-24 19:42	https://www.douban.com/group/topic/74823319/	2016-11-24 21:25:33
凡凡和王思聪说：我们是传统的中国男人                         	容妈             	187    	2016-11-24 19:42	https://www.douban.com/group/topic/87450110/	2016-11-24 21:25:33
两人不都拆cp了为什么还那么关注另外一家                       	再过来我亲你啦        	13     	2016-11-24 19:42	https://www.douban.com/group/topic/93526486/	2016-11-24 21:25:33
讨厌那种“x国人吃中国菜的反应”视频                         	摇头小丸子          	33     	2016-11-24 19:41	https://www.douban.com/group/topic/93525396/	2016-11-24 21:25:33
该不该滚出娱乐圈【杀人犯张翰拖行交警致其骨折和...                 	已注销            	2323   	2016-11-24 19:41	https://www.douban.com/group/topic/90277746/	2016-11-24 21:25:33
【世间好物不坚牢】八一八工藤静香和YOSHIKI恋爱时...             	Rose Mary      	326    	2016-11-24 19:41	https://www.douban.com/group/topic/90495221/	2016-11-24 21:25:34
屏里狐，点开第一集可以笑十年。                            	不吃小米椒          	3      	2016-11-24 19:41	https://www.douban.com/group/topic/93528273/	2016-11-24 21:25:34
全民星探发了吴亦凡和金尤美                              	Symmetra       	224    	2016-11-24 19:41	https://www.douban.com/group/topic/84889573/	2016-11-24 21:25:34
【神嫂上次红白如何】八一八工藤静香和木村拓哉在...                 	Rose Mary      	282    	2016-11-24 19:41	https://www.douban.com/group/topic/92230123/	2016-11-24 21:25:34
日本留学生江歌是被室友男朋友杀死的，室友还说自...                 	刘在石的老婆         	25     	2016-11-24 19:41	https://www.douban.com/group/topic/93527187/	2016-11-24 21:25:34
锦绣未央只打怪不升级                                 	ketamine       	11     	2016-11-24 19:40	https://www.douban.com/group/topic/93514165/	2016-11-24 21:25:34
听大老师说话倒放是怎样的体验。哈哈哈好像日语。。                   	Ky McCormick   	11     	2016-11-24 19:40	https://www.douban.com/group/topic/93527621/	2016-11-24 21:25:34
大家一般国际航班转机的时候留多少时间啊                        	鸡汁笋干           	83     	2016-11-24 19:40	https://www.douban.com/group/topic/93493802/	2016-11-24 21:25:34
美特斯邦威倒闭了？                                  	喵呜我是大喵         	90     	2016-11-24 19:39	https://www.douban.com/group/topic/93522194/	2016-11-24 21:25:34
天天向上，张静初                                   	我最喜欢学法律        	1      	2016-11-24 19:39	https://www.douban.com/group/topic/93528281/	2016-11-24 21:25:36
沉浸在明天要拔智齿的恐惧中（更新感受和楼里经验）                   	刘星             	323    	2016-11-24 19:38	https://www.douban.com/group/topic/93428545/	2016-11-24 21:25:37
咪蒙长这样，还写文章骂谁爱睡丑逼。                          	小鸟小鱼儿          	193    	2016-11-24 19:38	https://www.douban.com/group/topic/93494411/	2016-11-24 21:25:37
【约会账单】看完吓一跳。你每个月花多少钱在谈恋...                 	长老视觉           	60     	2016-11-24 19:37	https://www.douban.com/group/topic/93494274/	2016-11-24 21:25:37
wb 随时随地发现新sb                               	慕羊             	247    	2016-11-24 19:37	https://www.douban.com/group/topic/93513490/	2016-11-24 21:25:37
如果阴Y阳师 换成国语会有这么多人玩吗                        	提篮子的狗子         	260    	2016-11-24 19:35	https://www.douban.com/group/topic/93466899/	2016-11-24 21:25:37
小区的流浪狗 喂了半个月咯                              	夜盲症            	30     	2016-11-24 19:35	https://www.douban.com/group/topic/93526080/	2016-11-24 21:25:37
讲一个无论过多久想起来都想笑的事                           	Yipuda         	495    	2016-11-24 19:35	https://www.douban.com/group/topic/92152610/	2016-11-24 21:25:37
我想问问你们在宿舍都过得开心吗？                           	罗文姬女士          	237    	2016-11-24 19:34	https://www.douban.com/group/topic/93498296/	2016-11-24 21:25:37
我突然发现，张嘉译演了潘金莲…                            	我亦飘零久          	8      	2016-11-24 19:34	https://www.douban.com/group/topic/93527611/	2016-11-24 21:25:37
比起来，奚梦瑶和何穗真的有点弱                            	已注销            	284    	2016-11-24 19:34	https://www.douban.com/group/topic/93487552/	2016-11-24 21:25:38
大家有没有发现其实我们身边有很多亿万富翁？                      	G弦上的咏叹调        	34     	2016-11-24 19:34	https://www.douban.com/group/topic/93523340/	2016-11-24 21:25:38
大麦看演唱会一直这样么？                               	源氏带你飞          	33     	2016-11-24 19:34	https://www.douban.com/group/topic/93523104/	2016-11-24 21:25:38
鹅儿觉得女孩子什么样的性格会比较招人喜欢？                      	柠檬柚子茶          	51     	2016-11-24 19:33	https://www.douban.com/group/topic/93523746/	2016-11-24 21:25:38
校招非常不顺利的鹅 你们都怎么鼓励自己呢                       	小慌张            	182    	2016-11-24 19:33	https://www.douban.com/group/topic/93097579/	2016-11-24 21:25:38
减肥的我好饿 好想嗦一碗螺蛳粉                            	椰子树下的椰子        	40     	2016-11-24 19:32	https://www.douban.com/group/topic/93482047/	2016-11-24 21:25:38
被张馨予这张剧照？惊艳到。。                             	浮生若梦           	60     	2016-11-24 19:32	https://www.douban.com/group/topic/93515012/	2016-11-24 21:25:38
这腿在欧美人眼里算不算粗啊？？？                           	已注销            	45     	2016-11-24 19:32	https://www.douban.com/group/topic/93526997/	2016-11-24 21:25:38
八组那些参加黑五的老司机进来一下。。。                        	Cecelia        	87     	2016-11-24 19:31	https://www.douban.com/group/topic/93476675/	2016-11-24 21:25:38
瘦的Rihanna是不是最潮/酷/时尚的女明星？                   	胖达             	130    	2016-11-24 19:31	https://www.douban.com/group/topic/93516109/	2016-11-24 21:25:38
明天黑色星期五鹅们有必入的东西吗。。                         	小公子            	68     	2016-11-24 19:30	https://www.douban.com/group/topic/93510354/	2016-11-24 21:25:38
防弹金泰亨队内关系怎么样                               	fire           	98     	2016-11-24 19:30	https://www.douban.com/group/topic/93523848/	2016-11-24 21:25:38
有人看过双响炮吗，陈好主演的                             	:-X            	65     	2016-11-24 19:30	https://www.douban.com/group/topic/93470763/	2016-11-24 21:25:38
有人知道pandakill的少帮主这个人吗                      	fgjudnkosfmk   	133    	2016-11-24 19:29	https://www.douban.com/group/topic/92070930/	2016-11-24 21:25:38
1000票选出新四大流量，糊吧永远真情实感                      	营销号好赚吗         	92     	2016-11-24 19:28	https://www.douban.com/group/topic/93497500/	2016-11-24 21:25:38
文荒！BL文有推荐的吗？不要小白，不要第一人称，...                	安暖             	29     	2016-11-24 19:28	https://www.douban.com/group/topic/93525431/	2016-11-24 21:25:40
有没有冬天穿的肤色打底裤推荐                             	天天爱学习          	165    	2016-11-24 19:27	https://www.douban.com/group/topic/93467832/	2016-11-24 21:25:41
我看过的最棒的综艺节目！！                              	别雾船开           	134    	2016-11-24 19:27	https://www.douban.com/group/topic/93430216/	2016-11-24 21:25:41
ab和女星合照，并没有都输啊                             	去幼儿园喂兔子        	51     	2016-11-24 19:27	https://www.douban.com/group/topic/93520009/	2016-11-24 21:25:41
偶然看到一个妹子的照片被一下子击中（捂胸口）太...                 	不知道是谁的猫        	623    	2016-11-24 19:27	https://www.douban.com/group/topic/92168630/	2016-11-24 21:25:41
。。。                                        	ccc睡不着         	174    	2016-11-24 19:26	https://www.douban.com/group/topic/93497146/	2016-11-24 21:25:41
家里来了个男朋友的发小 呆了五天 四天都在讲一点...                	阳的羊            	9      	2016-11-24 19:26	https://www.douban.com/group/topic/93526053/	2016-11-24 21:25:41
现在再涂秘密花园会有点儿蠢吗？                            	茨木童子           	57     	2016-11-24 19:25	https://www.douban.com/group/topic/93523162/	2016-11-24 21:25:41
悦木之源圣诞小礼品大家快去领                             	芒果橙子小橘子        	33     	2016-11-24 19:25	https://www.douban.com/group/topic/93290521/	2016-11-24 21:25:41
乐坛有没有你们特别想看的合作                             	arrina         	157    	2016-11-24 19:25	https://www.douban.com/group/topic/93337319/	2016-11-24 21:25:41
主观来说，我觉得张艺兴很帅！                             	远方星光闪耀         	621    	2016-11-24 19:24	https://www.douban.com/group/topic/93428158/	2016-11-24 21:25:41
郑爽退出娱乐圈？？？将和胡彦斌订婚？？？？                      	夏侯瑾轩           	80     	2016-11-24 19:24	https://www.douban.com/group/topic/93520402/	2016-11-24 21:25:41
杰拉德要退役了······                              	偷走你月亮          	4      	2016-11-24 19:23	https://www.douban.com/group/topic/93527658/	2016-11-24 21:25:41
tb上各种杂牌的充电数据线会对手机有损害吗                      	mwdt           	21     	2016-11-24 19:23	https://www.douban.com/group/topic/93526008/	2016-11-24 21:25:41
请教走复古文艺小骚包路子的鹅们【珍惜八十块】                     	金角大王           	102    	2016-11-24 19:22	https://www.douban.com/group/topic/93427211/	2016-11-24 21:25:41
八组最话痨的粉群是哪个？                               	正义の路人          	27     	2016-11-24 19:22	https://www.douban.com/group/topic/93509741/	2016-11-24 21:25:42
大家看过这个视频吗？亦航认错TFboys是他的爸爸，...              	李米             	51     	2016-11-24 19:22	https://www.douban.com/group/topic/93418551/	2016-11-24 21:25:42
关于迪丽热巴的颜值                                  	ok妹            	480    	2016-11-24 19:22	https://www.douban.com/group/topic/93458304/	2016-11-24 21:25:42
你看到明星做哪件事会对他（她）幻灭                          	绝代佳人范小胖        	29     	2016-11-24 19:21	https://www.douban.com/group/topic/93526657/	2016-11-24 21:25:42
宝宝们有没有人是银行里的呀？可以咨询个小问题么？                   	星星             	34     	2016-11-24 19:21	https://www.douban.com/group/topic/93476730/	2016-11-24 21:25:42
李小璐也是金马影后，金马其实挺大胆的                         	夜未眠            	38     	2016-11-24 19:21	https://www.douban.com/group/topic/93521576/	2016-11-24 21:25:42
求助，有没有买一楼带地下室和小花园的仙女，你们...                 	嗨，好时光          	104    	2016-11-24 19:20	https://www.douban.com/group/topic/93372241/	2016-11-24 21:25:42
生日一个人过真的很孤独                                	大宝儿            	124    	2016-11-24 19:20	https://www.douban.com/group/topic/93493260/	2016-11-24 21:25:42
小仙女们，求我张继科高清大图好吗（多图）                       	张继科永久女票        	24     	2016-11-24 19:20	https://www.douban.com/group/topic/93510379/	2016-11-24 21:25:42
双棍节好坑，继早上发现峰花便宜后，花印卸妆水也才19                 	WWWW.          	36     	2016-11-24 19:19	https://www.douban.com/group/topic/93520450/	2016-11-24 21:25:42
好想哭 真的好想哭                                  	Cookie bonnie  	37     	2016-11-24 19:18	https://www.douban.com/group/topic/93524503/	2016-11-24 21:25:45
八组鹅有戴角膜塑形镜的吗~戳进来啊！                         	我叫不紧张          	108    	2016-11-24 19:18	https://www.douban.com/group/topic/93475809/	2016-11-24 21:25:45
别克英朗这款车怎么样                                 	霸道工头爱上我        	35     	2016-11-24 19:18	https://www.douban.com/group/topic/93514700/	2016-11-24 21:25:45
【11.20新增《良人可安》】文荒的仙女们，强烈安利...              	luna           	194    	2016-11-24 19:18	https://www.douban.com/group/topic/93160132/	2016-11-24 21:25:45
开个人鱼夫妇的专楼吧(?′?`?)*?...                     	张伦硕的迷妹         	186    	2016-11-24 19:17	https://www.douban.com/group/topic/93225426/	2016-11-24 21:25:45
记录帖请勿删，ZTA今天告金晨了吗？                         	谢小衣            	86     	2016-11-24 19:17	https://www.douban.com/group/topic/93204273/	2016-11-24 21:25:45
李长乐她妈为什么说话的时候嘴基本不动？                        	我被聪明误一生        	35     	2016-11-24 19:17	https://www.douban.com/group/topic/93510208/	2016-11-24 21:25:45
张艺兴的这个现场唱的怎么样？                             	????           	56     	2016-11-24 19:16	https://www.douban.com/group/topic/93392494/	2016-11-24 21:25:45
娜扎嘉人美妆封面，这颜帅吗？                             	林远             	80     	2016-11-24 19:16	https://www.douban.com/group/topic/93525901/	2016-11-24 21:25:45
优。衣。裤。被抢空了……空了……                           	Insomnia       	120    	2016-11-24 19:16	https://www.douban.com/group/topic/92980662/	2016-11-24 21:25:45
港真，蓝海的导演是不是比星你的导演更懂全智贤的...                 	GraceL         	63     	2016-11-24 19:16	https://www.douban.com/group/topic/93498392/	2016-11-24 21:25:46
现在娱乐圈是不是都流行给孩子起个英文名？                       	郭轸             	26     	2016-11-24 19:15	https://www.douban.com/group/topic/93524830/	2016-11-24 21:25:46
冬日必须要喝热饮啊 求各种速溶饮品推荐啊                       	青白             	264    	2016-11-24 19:15	https://www.douban.com/group/topic/93501227/	2016-11-24 21:25:46
有没有女主是歪果仁的文啊，男主也行                          	忆心             	25     	2016-11-24 19:14	https://www.douban.com/group/topic/93524949/	2016-11-24 21:25:46
巴黎欧莱雅梦之队最新宣传照                              	君がいた夏          	130    	2016-11-24 19:14	https://www.douban.com/group/topic/93510965/	2016-11-24 21:25:46
【孙杨专楼】（真男照片，超帅的大白杨）蓝色的泳...                 	苏紫             	45     	2016-11-24 19:13	https://www.douban.com/group/topic/93491097/	2016-11-24 21:25:46
我好烦啊，觉得自己特别不会说话                            	大老师女朋友。        	12     	2016-11-24 19:13	https://www.douban.com/group/topic/93520501/	2016-11-24 21:25:46
告诉八组鹅们一个很好的减肥方法---(补充一个重要...               	早睡早起身體好        	219    	2016-11-24 19:12	https://www.douban.com/group/topic/93511762/	2016-11-24 21:25:46
陈奕迅：港灿的自我修养                                	黄轩大老婆          	686    	2016-11-24 19:12	https://www.douban.com/group/topic/92246847/	2016-11-24 21:25:46
球男二上位的文                                    	老攻             	25     	2016-11-24 19:11	https://www.douban.com/group/topic/93517986/	2016-11-24 21:25:46
龚嘉欣在幕后玩家中简直演技大爆发啊                          	Koey           	163    	2016-11-24 19:11	https://www.douban.com/group/topic/93487568/	2016-11-24 21:25:47
你们看过《换子成龙》这种戏吗？简直虐心言情标配...                 	徐大福            	204    	2016-11-24 19:10	https://www.douban.com/group/topic/93441245/	2016-11-24 21:25:47
有人用过碳晶墙暖片么？？                               	钢铁侠            	71     	2016-11-24 19:10	https://www.douban.com/group/topic/93517646/	2016-11-24 21:25:47
一点钱也不想给爸妈                                  	真的不是我          	125    	2016-11-24 19:10	https://www.douban.com/group/topic/93515393/	2016-11-24 21:25:47
如果你是安陵容，你觉得甄嬛这样对你是真心实意还...                 	性感的黄晶晶         	338    	2016-11-24 19:10	https://www.douban.com/group/topic/93337621/	2016-11-24 21:25:47
成都哪里算姻缘算命的准啊求介绍～                           	永夜岛xxx         	33     	2016-11-24 19:09	https://www.douban.com/group/topic/90069029/	2016-11-24 21:25:49
仙女鹅们，求推荐几个香水博主                             	曲削削            	15     	2016-11-24 19:09	https://www.douban.com/group/topic/93524951/	2016-11-24 21:25:50
sr天团一番是谁！？                                 	??             	483    	2016-11-24 19:09	https://www.douban.com/group/topic/93455179/	2016-11-24 21:25:50
有从one ok rock现场回来的吗？太屌了！上热搜了…              	arrina         	239    	2016-11-24 19:08	https://www.douban.com/group/topic/93444720/	2016-11-24 21:25:50
鹿晗的大背头，很帅！                                 	近在眼前的大人        	25     	2016-11-24 19:08	https://www.douban.com/group/topic/93502433/	2016-11-24 21:25:50
川普有190？                                    	叮当猫的秘密         	2      	2016-11-24 19:07	https://www.douban.com/group/topic/93526844/	2016-11-24 21:25:50
减重30多斤，开个减肥经验楼好了                           	一品泼妇           	389    	2016-11-24 19:07	https://www.douban.com/group/topic/93484474/	2016-11-24 21:25:50
爸爸去哪儿四季小朋友互动的最多的还是诺一夏天吧                    	鹿晗爱允儿          	73     	2016-11-24 19:06	https://www.douban.com/group/topic/93502488/	2016-11-24 21:25:50
看得多男朋友喜欢你的一些表现，现在想八八男朋友...                 	会加法的猴子         	192    	2016-11-24 19:05	https://www.douban.com/group/topic/75614138/	2016-11-24 21:25:50
鹅们不要再熬夜了哦  给你们看后果                          	称霸的狗子          	121    	2016-11-24 19:05	https://www.douban.com/group/topic/93442465/	2016-11-24 21:25:50
鸡护bao里的校园jian职有点意思啊 哈根达斯试吃员                	Yipuda         	21     	2016-11-24 19:03	https://www.douban.com/group/topic/93519928/	2016-11-24 21:25:50
惊呆one ok rock的票卖的也太差了点……                   	arrina         	33     	2016-11-24 19:03	https://www.douban.com/group/topic/92966737/	2016-11-24 21:25:50
认真求问，我这是不是社交恐惧症，去哪里治疗？                     	菠萝大仙           	16     	2016-11-24 19:02	https://www.douban.com/group/topic/93522340/	2016-11-24 21:25:51
冲张若昀和吴彦祖我给冲天火两颗星                           	有所事事的丸子        	40     	2016-11-24 19:02	https://www.douban.com/group/topic/93311417/	2016-11-24 21:25:51
蓝鲸的鹅求推荐效果好的鬼屋！                             	胡闹             	4      	2016-11-24 19:02	https://www.douban.com/group/topic/93524221/	2016-11-24 21:25:51
用过蒸脸器的进，听说用了皮肤很细腻？求八各种洗...                 	亲爱的你           	30     	2016-11-24 19:02	https://www.douban.com/group/topic/83378391/	2016-11-24 21:25:51
武汉有没有剪狗啃的刘海好的tony啊！！                       	Mogwai         	126    	2016-11-24 19:02	https://www.douban.com/group/topic/92932900/	2016-11-24 21:25:51
我建议各家粉丝都来学习一下如何吹捧自己的爱豆                     	营销号好赚吗         	50     	2016-11-24 19:01	https://www.douban.com/group/topic/93478654/	2016-11-24 21:25:51
有没有想去换日元的八组er？！                            	十月風            	2      	2016-11-24 19:01	https://www.douban.com/group/topic/93527108/	2016-11-24 21:25:51
《欧洲攻略》剧组，吴亦凡拍的“假人挑战”视频                     	无所谓            	51     	2016-11-24 19:01	https://www.douban.com/group/topic/93515696/	2016-11-24 21:25:51
被那个网红胡斑安利了朝鲜旅游！上个世纪中国的感觉！                  	千杯不醉冯小敏        	254    	2016-11-24 19:01	https://www.douban.com/group/topic/93502901/	2016-11-24 21:25:51
讲真。王凯像姚明是因为鞋拔子脸太深。。。                       	小狼狗            	31     	2016-11-24 19:00	https://www.douban.com/group/topic/93499829/	2016-11-24 21:25:51
安利一个泰星  好帅啊！！！                             	古川雄辉女朋友        	50     	2016-11-24 18:59	https://www.douban.com/group/topic/93521110/	2016-11-24 21:25:51
看天天向上觉得陈粒很漂亮啊，是我喜欢的类型，                     	安吉他弟           	209    	2016-11-24 18:58	https://www.douban.com/group/topic/91996815/	2016-11-24 21:25:51
有人期待孔侑金高银李东旭刘仁娜的TVN新剧鬼怪吗（...               	Cecilia Tallis 	393    	2016-11-24 18:58	https://www.douban.com/group/topic/93356976/	2016-11-24 21:25:53
林更新张嘉译到底谁绿了谁啊？                             	海水里的水          	14     	2016-11-24 18:58	https://www.douban.com/group/topic/93509906/	2016-11-24 21:25:54
有看过华尔街之狼的鹅吗                                	Opt．           	28     	2016-11-24 18:55	https://www.douban.com/group/topic/93496216/	2016-11-24 21:25:54
什么牌子的椰子水最好喝                                	gigi           	38     	2016-11-24 18:55	https://www.douban.com/group/topic/93521992/	2016-11-24 21:25:54
可怕！Japan河水逆流看了没                            	温柔一点           	46     	2016-11-24 18:55	https://www.douban.com/group/topic/93520033/	2016-11-24 21:25:54
仙女们一人形容一下最熟悉的香水气味吧，供其他人...                 	??????         	180    	2016-11-24 18:55	https://www.douban.com/group/topic/93174155/	2016-11-24 21:25:54
迷妹见到张继科…                                   	我们都要好好的        	84     	2016-11-24 18:55	https://www.douban.com/group/topic/93512878/	2016-11-24 21:25:54
有没有在重庆想做小生意的？八组er一般要不是白富...                	临临             	19     	2016-11-24 18:53	https://www.douban.com/group/topic/93028535/	2016-11-24 21:25:54
所以般若到底好不好用啊？                               	喵队长            	51     	2016-11-24 18:53	https://www.douban.com/group/topic/93515781/	2016-11-24 21:25:54
以后我要开一个只要妹子的事务所                            	甘白菜            	1077   	2016-11-24 18:53	https://www.douban.com/group/topic/82444401/	2016-11-24 21:25:54
毛舜筠年轻时是美女吗？！                               	霸道总裁不约炮        	239    	2016-11-24 18:53	https://www.douban.com/group/topic/93206842/	2016-11-24 21:25:54
鹅们还记得一部老剧错爱一生吗                             	最帅狗子林更新        	277    	2016-11-24 18:53	https://www.douban.com/group/topic/93482425/	2016-11-24 21:25:54
八组鹅有做直播的吗 八一八数据好吗                          	已注销            	2      	2016-11-24 18:52	https://www.douban.com/group/topic/93526799/	2016-11-24 21:25:55
总觉得前段感情没走出之前接受不了新人。。。                      	待放蔷薇           	39     	2016-11-24 18:52	https://www.douban.com/group/topic/93518170/	2016-11-24 21:25:55
王凯kkw|我是刑警，只看证据，不听故事。                      	??             	9036   	2016-11-24 18:51	https://www.douban.com/group/topic/86564104/	2016-11-24 21:25:55
有没有鹅自学做美甲哒                                 	显瑒             	116    	2016-11-24 18:51	https://www.douban.com/group/topic/93525293/	2016-11-24 21:25:55
感恩节说说鹅们感觉幸福的事吧                             	Cmiyc          	25     	2016-11-24 18:51	https://www.douban.com/group/topic/93526157/	2016-11-24 21:25:55
明星和演员会看自己拍的戏吗                              	张若昀的妻子         	14     	2016-11-24 18:50	https://www.douban.com/group/topic/93522105/	2016-11-24 21:25:55
黎明之前和潜伏，你站哪一个？                             	已注销            	44     	2016-11-24 18:50	https://www.douban.com/group/topic/91352856/	2016-11-24 21:25:55
谁能告诉我现在投资什么比较好                             	金水清            	53     	2016-11-24 18:50	https://www.douban.com/group/topic/93502922/	2016-11-24 21:25:55
和前男友复合以后的感悟。                               	林z             	563    	2016-11-24 18:49	https://www.douban.com/group/topic/83566050/	2016-11-24 21:25:55
瘦脸针要不要打？                                   	盛世美颜～          	64     	2016-11-24 18:49	https://www.douban.com/group/topic/93488439/	2016-11-24 21:25:55
你们有没有这种缺心眼儿的朋友哎                            	垌谷             	175    	2016-11-24 18:49	https://www.douban.com/group/topic/80053976/	2016-11-24 21:25:55
有小仙女意向这几家的lowland吗～                        	sohee          	2      	2016-11-24 18:49	https://www.douban.com/group/topic/93526800/	2016-11-24 21:25:55
其实小s自己也是骗子啊，胖达人面包欺骗内地消费者                   	海水里的水          	42     	2016-11-24 18:49	https://www.douban.com/group/topic/93525660/	2016-11-24 21:25:55
慎入，慎入如果你们用老鼠夹抓到老鼠，你们会怎么...                 	天凉好个秋          	116    	2016-11-24 18:48	https://www.douban.com/group/topic/93509887/	2016-11-24 21:25:58
关于雪地靴                                      	羚羊挂角           	17     	2016-11-24 18:48	https://www.douban.com/group/topic/93487663/	2016-11-24 21:25:58
不是限韩了吗？可是这两天貌似有关韩星的话题更多了。                  	姜汁撞奶           	52     	2016-11-24 18:48	https://www.douban.com/group/topic/93486912/	2016-11-24 21:25:58
难以原谅日本人当年所犯下的罪行和历史认识问题上...                 	梦里不知身是客        	49     	2016-11-24 18:48	https://www.douban.com/group/topic/93491439/	2016-11-24 21:25:58
【陈伟霆】以爱之名，陪你一路前行                           	苏溪溪            	66181  	2016-11-24 18:47	https://www.douban.com/group/topic/55389329/	2016-11-24 21:25:58
仙女鹅们来推荐好看的窗帘吧！                             	菊花女儿杨侑珍        	46     	2016-11-24 18:47	https://www.douban.com/group/topic/93525609/	2016-11-24 21:25:58
（搬运）来欣赏今年的剑桥屁屁选美大赛18强选手，...                	翻滚的肉兔          	199    	2016-11-24 18:47	https://www.douban.com/group/topic/93410683/	2016-11-24 21:25:58
就问一下，160左右的仙女配过膝靴的毛衣裙是在哪儿...               	权志龙女朋友         	158    	2016-11-24 18:47	https://www.douban.com/group/topic/93437706/	2016-11-24 21:25:58
所以收养了别人的狗就有权利杀了吃了？                         	不拉的皮特          	110    	2016-11-24 18:46	https://www.douban.com/group/topic/93519486/	2016-11-24 21:25:58
大家觉得永远不结婚，想办法生个混血自己带，现实吗                   	??             	146    	2016-11-24 18:46	https://www.douban.com/group/topic/92523992/	2016-11-24 21:25:59
那个搞四角恋的孙铱没微博吗                              	几个意思           	2      	2016-11-24 18:45	https://www.douban.com/group/topic/93526698/	2016-11-24 21:25:59
